hash,human_overall,ai_overall
0bace50fcac775e7214eab01c96f7fea90d48e8c,0.7961538461538461,0.7785128205128204
f4be61386614e6cf668d211c8f6ea7e7485b5185,0.6,0.8742820512820512
ede0e079fb3d4fc118f23171266a1834d7ea5388,0.85,0.8152820512820513
9c4461bcd79601c7ef7be4327ccf9e33a0260d10,0.8128205128205129,0.8630769230769232
44e89d4ef4fedb46e38d830901e4bab6d57457d9,0.6166666666666667,0.8651538461538463
0a9f4759cef9ac3587654bfb83b3ef36053c1276,0.8961538461538462,0.7483076923076922
5306baf3f4c381e8f13bae2c5bc6329a3c506548,0.7666666666666666,0.9166666666666666
478bb88546a3ec84edbdd16f07365d8deff5ac90,0.6666666666666666,0.9054102564102564
bbf0bd80e40c57b602d9d7373ddf15e963dede24,0.8102051282051281,0.9068205128205129
209cfae605b15c1272095b06804d6126bedbb01a,0.5666666666666667,0.8473846153846155
d79b3bd1d358697b2a187b504dc9bcb24fade222,0.7833333333333333,0.8162820512820513
7057399f63046026d210a83d2d5260dc39624a4e,0.3333333333333333,0.8395641025641026
4708ffef9e31e08139a15824a63492c59ebf6589,0.5332820512820513,0.8734871794871794
9b9590a88432d3b886a2d6a69263f1e1cb5831ad,0.9166666666666666,0.9166666666666666
8b140ba5e5e96ea91f2585f4aef18549ff02fff1,0.85,0.5833333333333334
95a93b7ba95c8a4ec82c8e46ce174a8f77f17c0c,0.19999999999999998,0.759897435897436
48e73283ca9f0d274c1ba72c4fd45b35e70488a3,0.745974358974359,0.8066410256410257
cff0b608e601f917e26ab6293df5dbb686580b12,0.7294871794871796,0.8258461538461539
381dfaeb458774ae47b96a2ae8f68ead3327d5c5,0.7833333333333333,0.8492564102564103
e4391179fbab470d93cdb9d96c051106232a7532,0.7000000000000001,0.85
0629b9edada7aa46c26b6493dd5b4a6969989eb9,0.85,0.8942307692307692
888eab9c6f0105c45b29ab071f3cc3b65fdb5aea,0.8386923076923077,0.8547435897435897
1703a952fe08ced2822f5ec50e195cd30296b2f4,0.5666666666666667,0.5653333333333334
efeeedadd21c0762198d3751a7a872b70319ec4e,0.810025641025641,0.8981282051282052
7c3b2e474cbaa9fa53c4c356dc6c9d98aadfc638,0.85,0.8881538461538462
02d8a01cfcaca10e83913d1634e8bf8667fe156d,0.8256923076923077,0.9166666666666666
6123f66da016590ba75209baf2f48767e46fca80,0.85,0.876025641025641
2d022016a752132171b3a06537df404312c6e85a,0.9166666666666666,0.8838205128205128
056cc7496c11480ea18185839d7bb33911eb088a,0.85,0.9033333333333333
eeb2699feae437214841c153006685e00e4f7d95,0.7833333333333333,0.8239487179487179
cef699ab70073f9b00d7d849775ea92d7918af2c,0.7642307692307693,0.7501282051282051
22c4b687112ddf9d97b756694ac2a93bcf788135,0.9166666666666666,0.85
dc082ac899482d2b812c7eea5f03c07693979c77,0.8794871794871795,0.8482564102564103
2c0c5c8a8cc1f9d91fca049ac2bdd85883ee4edc,0.9166666666666666,0.5227179487179487
c618b4c58da3070c9645cb11ddcd2e4f481e4a31,0.7001538461538462,0.7841794871794873
68e4501f3694a293bea4398dd32f023983f85732,0.5666666666666667,0.8811282051282051
10e1947f7e74ebf052c506e8503a296e1e3f06b1,0.7166666666666667,0.7635128205128204
f74160fc0f62ea61a2d6f53dce2a6bd30f63700f,0.8102051282051281,0.8881538461538462
d90086046f298e8cd46555938c1e2b2f97b3cb9b,0.8361025641025641,0.8573589743589743
a0819e58a2960b77354150da82dc56ec6a87cfa0,0.85,0.8595384615384615
ff803e60476fb28f89d40a375a535a6654731f98,0.85,0.5773846153846154
1c4afb0797613d37c91ce693122f42deaef88e33,0.7666666666666666,0.7799999999999999
e6253c6a735520cb388f53b811f401b5124af838,0.8386923076923077,0.9002051282051283
668769d33e41c7d3f501a853bea6d99170bc5941,0.6236153846153846,0.843025641025641
eb5a25820c21632cf02e010736ed102e2d57cd9f,0.9166666666666666,0.7166666666666667
b30ac75581ef7ef040f98e549e912e3eadeffa8e,0.9037692307692308,0.9166666666666666
42cb21fcf08e168e56be4660dd480660a0257e69,0.8457948717948719,0.7999999999999999
